object number,1kind,2UG,3UR,4UI,5UZ,6GR,7GI,8GZ,9RI,10RZ,11IZ,12UGER,13URER,14UIER,15UZER,16GRER,17GIER,18GZER,19RIER,20RZER,21IZER,22contamination?,23ugal,24g gal,25r gal,26i gal,27z gal,33gal ratio,34fdistance,37HRV
564,6,1.399,2.129,2.532,2.805,0.73,1.132,1.406,0.402,0.676,0.274,0.131,0.131,0.13,0.133,0.018,0.014,0.031,0.011,0.03,0.028,0,15.0032,13.2217,12.283,11.8502,11.4347,0.636,0.141,5190
565,1,1.152,1.778,2.103,2.398,0.626,0.95,1.245,0.325,0.62,0.295,0.072,0.072,0.072,0.074,0.012,0.01,0.021,0.008,0.02,0.018,0,15.9405,14.815,14.1132,13.7988,13.4749,0.3,0.107,4897
566,1,1.313,1.865,2.422,2.477,0.552,1.109,1.164,0.557,0.612,0.055,0.342,0.341,0.341,0.362,0.064,0.064,0.136,0.059,0.134,0.134,0,15.0692,13.7022,13.1171,12.818,12.7086,0.379,0.514,777
567,2,1.867,2.46,2.775,3.106,0.593,0.908,1.239,0.315,0.646,0.331,0.682,0.682,0.681,0.688,0.053,0.04,0.108,0.035,0.106,0.101,0,99,99,99,99,99,0.906,0.501,5031
568,2,0.812,1.168,1.441,1.64,0.356,0.629,0.828,0.273,0.472,0.199,0.054,0.054,0.053,0.059,0.014,0.01,0.028,0.009,0.027,0.026,0,16.1288,14.935,14.3844,14.056,13.8264,0.357,0.12,5696
569,4,0.563,0.789,0.883,0.992,0.225,0.319,0.429,0.094,0.204,0.11,0.085,0.085,0.087,0.133,0.027,0.031,0.105,0.032,0.105,0.107,0,16.8795,15.8768,15.6058,15.2572,15.2042,0.891,0.456,4625
570,1,1.803,2.587,3.011,3.283,0.784,1.208,1.481,0.424,0.696,0.272,0.074,0.074,0.074,0.075,0.01,0.01,0.014,0.008,0.013,0.013,0,16.1685,14.2798,13.3575,12.905,12.5807,0.667,0.239,4280
571,2,0.73,1.042,1.199,1.436,0.313,0.47,0.706,0.157,0.393,0.236,0.085,0.085,0.084,0.097,0.021,0.015,0.05,0.015,0.05,0.048,0,16.1048,14.5152,13.7193,13.3217,12.9861,0.188,0.409,5555
572,2,0.996,1.229,1.83,2.244,0.233,0.834,1.248,0.601,1.015,0.414,0.851,0.86,0.856,0.989,0.269,0.256,0.558,0.285,0.572,0.566,0,15.1407,13.6506,12.957,12.5178,12.4036,0.823,1.045,4752
573,2,1.712,2.376,2.713,3.069,0.665,1.002,1.358,0.337,0.693,0.356,0.488,0.488,0.487,0.495,0.044,0.034,0.096,0.028,0.094,0.09,0,16.2518,14.8274,14.097,13.6979,13.4284,0.3,0.595,4757
574,1,1.339,1.979,2.321,2.445,0.64,0.981,1.105,0.342,0.465,0.124,0.118,0.118,0.118,0.123,0.022,0.023,0.04,0.021,0.039,0.04,0,13.7464,12.3222,11.4385,11.013,10.7439,0.851,0.222,1587
575,4,0.714,1.069,1.202,1.302,0.355,0.488,0.588,0.133,0.233,0.1,0.075,0.075,0.076,0.094,0.022,0.025,0.06,0.025,0.06,0.061,0,14.6195,13.5117,13.2293,13.0287,13.0384,0.317,0.168,2676
576,2,1.794,2.291,2.872,2.37,0.497,1.078,0.576,0.581,0.079,-0.502,2.553,2.548,2.541,2.865,0.319,0.251,1.346,0.196,1.337,1.323,0,23.2236,22.235,22.0999,21.5269,20.9978,99,99,4500
577,2,0.96,1.508,1.827,2.026,0.547,0.867,1.066,0.32,0.519,0.199,0.118,0.118,0.117,0.134,0.023,0.017,0.068,0.016,0.067,0.065,0,16.0766,14.4185,13.6076,13.1556,12.6348,0.231,0.136,2111
578,4,0.264,0.62,0.618,-1.903,0.356,0.354,-2.167,-0.002,-2.523,-2.521,0.613,0.613,0.594,7.519,0.213,0.151,7.497,0.151,7.497,7.495,0,99,99,99,99,99,0.933,0.459,4602
579,2,0.565,1.225,1.582,1.904,0.659,1.017,1.339,0.357,0.679,0.322,0.129,0.128,0.129,0.146,0.033,0.034,0.076,0.031,0.075,0.075,0,13.7352,11.8119,10.9317,10.4103,10.1027,0.507,0.543,987
580,4,1.371,1.738,1.972,1.722,0.367,0.601,0.35,0.234,-0.016,-0.25,0.45,0.451,0.448,0.558,0.068,0.045,0.336,0.051,0.337,0.333,0,15.813,14.3301,13.7271,13.4155,13.3302,0.367,0.477,2503
581,2,-1.56,-1.611,0.321,-0.092,-0.051,1.881,1.468,1.932,1.518,-0.413,0.813,0.85,0.759,0.88,0.722,0.613,0.758,0.661,0.797,0.7,0,15.7843,14.5471,13.9766,13.6525,13.5504,0.769,1.836,5580
582,2,1.386,2.005,2.343,2.565,0.618,0.957,1.179,0.339,0.561,0.222,0.059,0.058,0.059,0.063,0.012,0.012,0.025,0.011,0.025,0.025,0,15.2596,13.6452,12.8478,12.4664,12.1056,0.6,0.133,5579
583,1,1.475,2.164,2.526,2.691,0.689,1.051,1.216,0.362,0.527,0.165,0.186,0.186,0.186,0.19,0.023,0.018,0.046,0.014,0.045,0.043,0,15.0032,13.2217,12.283,11.8502,11.4347,0.636,0.198,5190
584,1,1.489,2.455,3.128,3.751,0.966,1.639,2.262,0.673,1.296,0.623,0.137,0.137,0.136,0.137,0.016,0.013,0.019,0.008,0.016,0.013,0,16.6755,14.8964,13.9549,13.4674,12.9679,0.158,0.025,4866
585,2,1.008,1.526,1.733,1.895,0.518,0.725,0.887,0.208,0.369,0.162,0.04,0.04,0.039,0.043,0.009,0.007,0.019,0.006,0.018,0.017,0,14.7174,13.692,13.1893,12.9091,12.6617,0.818,0.109,5577
586,3,0.924,1.366,1.558,1.627,0.441,0.634,0.703,0.193,0.261,0.069,0.147,0.147,0.145,0.166,0.029,0.021,0.084,0.021,0.084,0.081,0,14.9993,13.8589,13.1665,12.8441,12.6696,0.25,0.334,4274
587,3,1.379,1.927,2.249,2.311,0.549,0.871,0.932,0.322,0.384,0.062,0.104,0.104,0.104,0.113,0.017,0.018,0.048,0.017,0.048,0.048,0,15.5384,13.9268,13.056,12.6863,12.4188,0.562,0.331,4941
588,2,1.117,1.766,2.118,2.291,0.648,1.001,1.174,0.353,0.526,0.173,0.317,0.316,0.315,0.321,0.036,0.028,0.069,0.023,0.066,0.062,0,16.261,14.2317,13.2466,12.8145,12.4112,0.923,0.327,5849
589,1,1.248,1.842,2.299,2.281,0.594,1.05,1.032,0.457,0.439,-0.018,0.267,0.266,0.266,0.28,0.041,0.042,0.096,0.038,0.095,0.095,0,15.3419,13.5023,12.7156,12.3107,11.9415,0.308,0.183,2328
590,1,1.478,2.222,2.63,2.857,0.744,1.152,1.379,0.408,0.635,0.227,0.161,0.16,0.16,0.164,0.022,0.018,0.042,0.013,0.04,0.038,0,16.2261,14.4204,13.6098,13.229,12.9128,0.477,0.339,5156
591,2,0.833,1.287,1.469,1.627,0.454,0.636,0.793,0.182,0.34,0.158,0.046,0.046,0.045,0.053,0.013,0.009,0.03,0.009,0.029,0.028,0,16.0928,14.5452,13.8614,13.5467,13.2965,0.415,0.189,5096
592,2,1.672,2.463,2.885,3.06,0.791,1.213,1.388,0.422,0.598,0.175,0.247,0.247,0.247,0.256,0.031,0.032,0.075,0.028,0.073,0.073,0,15.4607,13.7174,12.8394,12.35,11.9622,0.768,0.388,4595
593,1,1.164,2.013,2.416,1.72,0.849,1.252,0.555,0.403,-0.294,-0.697,0.569,0.567,0.568,0.774,0.099,0.103,0.536,0.092,0.534,0.535,0,17.8756,15.9828,15.2933,14.899,14.5115,0.807,0.758,5418
594,3,1.783,2.282,2.586,2.823,0.499,0.802,1.04,0.304,0.541,0.237,0.775,0.774,0.776,0.8,0.107,0.12,0.23,0.114,0.227,0.234,0,14.3621,12.9225,12.1603,11.8056,11.6506,0.737,0.767,4495
595,2,1.052,1.651,1.944,2.152,0.599,0.892,1.101,0.293,0.501,0.209,0.123,0.123,0.123,0.132,0.027,0.029,0.056,0.027,0.055,0.056,0,15.609,13.9731,13.2699,12.8922,12.6774,0.817,0.349,5710
596,4,1.669,2.51,2.909,3.183,0.84,1.24,1.514,0.399,0.673,0.274,0.027,0.027,0.027,0.027,0.005,0.004,0.006,0.003,0.005,0.005,0,16.2046,13.9654,13.0203,12.5438,12.196,0.455,0.05,5631
597,1,1.289,1.934,2.175,2.377,0.646,0.887,1.088,0.241,0.443,0.202,0.092,0.092,0.091,0.097,0.016,0.012,0.036,0.01,0.035,0.034,0,15.9063,14.5283,13.7766,13.3905,13.1234,0.6,0.26,5156
598,8,0.362,0.613,0.727,0.721,0.251,0.366,0.359,0.114,0.108,-0.006,0.113,0.115,0.111,0.205,0.039,0.025,0.175,0.03,0.175,0.173,0,16.2267,15.1136,14.6612,14.4302,14.2396,0.206,0.403,2407
599,3,1.112,1.48,1.629,2.096,0.368,0.517,0.984,0.149,0.616,0.467,0.218,0.218,0.22,0.24,0.047,0.054,0.11,0.055,0.111,0.114,0,15.6856,14.58,14.1843,14.0018,13.9149,0.545,0.411,1671
600,5,0.532,0.548,0.959,1.196,0.016,0.427,0.664,0.411,0.648,0.237,0.198,0.203,0.192,0.275,0.084,0.051,0.204,0.067,0.208,0.197,0,16.8812,15.5752,15.0799,14.7797,14.7294,0.833,0.686,5563
601,3,1.407,2.052,2.428,2.685,0.645,1.021,1.278,0.376,0.633,0.257,0.171,0.17,0.17,0.175,0.025,0.025,0.049,0.022,0.048,0.048,0,15.115,13.4098,12.6237,12.2119,11.8672,0.633,0.232,4906
602,3,0.171,0.317,0.005,0.027,0.147,-0.166,-0.143,-0.313,-0.29,0.023,0.076,0.077,0.072,0.19,0.036,0.023,0.177,0.027,0.178,0.176,0,16.6369,15.4241,14.947,14.6935,14.5206,1,0.623,4213
603,3,0.748,-74.229,1.179,-74.375,-74.977,0.431,-75.123,75.408,-0.147,-75.554,3.851,6.01,3.821,4.413,4.664,0.482,2.259,4.639,5.137,2.207,0,20.6003,17.84,17.385,17.1323,17.0744,99,99,4500
604,3,0.927,1.384,1.496,1.656,0.457,0.57,0.729,0.113,0.272,0.159,0.102,0.101,0.102,0.119,0.025,0.028,0.068,0.027,0.067,0.069,0,15.5989,14.2627,13.6894,13.436,13.2251,0.588,0.297,2477
605,2,1.128,1.692,2.043,2.226,0.564,0.915,1.098,0.351,0.534,0.183,0.091,0.09,0.089,0.101,0.021,0.017,0.051,0.013,0.049,0.048,0,13.5982,11.9473,11.2204,10.764,10.486,0.65,0.288,805
606,1,1.085,1.631,1.966,2.082,0.546,0.881,0.997,0.335,0.451,0.116,0.107,0.107,0.107,0.119,0.026,0.028,0.059,0.027,0.058,0.059,0,16.1715,14.7979,14.1553,13.8142,13.6846,0.385,0.303,4038
607,2,0.622,0.837,0.999,1.143,0.215,0.377,0.521,0.162,0.306,0.144,0.028,0.028,0.028,0.034,0.009,0.009,0.022,0.009,0.022,0.022,0,13.9233,12.3872,11.4757,11.0193,10.7094,0.892,0.267,1574
608,5,1.137,1.618,1.813,1.649,0.481,0.676,0.512,0.195,0.031,-0.164,0.344,0.343,0.34,0.447,0.071,0.055,0.295,0.044,0.293,0.29,0,15.2017,13.6192,12.8795,12.5318,12.2386,0.792,0.483,3748
609,5,0.241,0.44,0.406,0.593,0.199,0.165,0.351,-0.034,0.153,0.187,0.075,0.076,0.072,0.143,0.032,0.021,0.125,0.025,0.126,0.123,0,16.0959,14.118,13.6454,13.3056,13.3178,0.762,0.699,3591
610,2,1.928,2.074,1.529,2.222,0.146,-0.399,0.294,-0.545,0.148,0.693,1.445,1.448,1.443,1.585,0.144,0.081,0.661,0.12,0.667,0.656,0,14.6257,13.6003,12.9492,12.6795,12.3634,0.778,1.243,3401
611,1,0.897,1.405,1.71,1.873,0.508,0.812,0.976,0.304,0.468,0.164,0.089,0.089,0.089,0.097,0.017,0.012,0.042,0.012,0.042,0.04,0,15.2786,13.9901,13.3184,12.9443,12.699,0.778,0.353,5290
612,2,0.997,1.351,1.757,1.607,0.355,0.76,0.61,0.405,0.255,-0.15,0.588,0.589,0.581,0.752,0.135,0.091,0.486,0.1,0.488,0.477,0,15.9681,14.761,14.2567,14.0054,13.7513,0.375,0.826,5456
613,1,1.21,1.854,2.217,2.46,0.644,1.008,1.25,0.364,0.606,0.243,0.174,0.172,0.173,0.18,0.036,0.038,0.064,0.031,0.06,0.061,0,15.6558,13.9696,13.2703,12.7998,12.6237,0.467,0.339,3777
614,1,1.05,1.539,1.786,1.934,0.489,0.736,0.884,0.247,0.394,0.148,0.086,0.086,0.086,0.097,0.019,0.02,0.049,0.019,0.048,0.049,0,15.6796,14.4583,13.8925,13.6177,13.3542,0.5,0.314,4185
615,2,0.979,1.415,1.588,1.726,0.436,0.609,0.747,0.173,0.311,0.138,0.096,0.095,0.094,0.113,0.024,0.018,0.065,0.017,0.065,0.062,0,15.6541,14.3478,13.6335,13.296,13.0271,0.81,0.523,4033
616,2,0.951,1.228,1.381,1.674,0.277,0.43,0.723,0.153,0.446,0.293,0.203,0.203,0.199,0.272,0.058,0.041,0.19,0.041,0.19,0.185,0,14.1637,12.6554,11.8312,11.4159,11.0642,0.714,0.729,1449
617,1,0.785,1.099,1.134,1.112,0.314,0.35,0.327,0.036,0.013,-0.022,0.154,0.154,0.158,0.237,0.048,0.059,0.186,0.06,0.187,0.19,0,14.8714,13.7877,13.0498,12.7545,12.6638,0.665,0.632,1602
618,2,0.391,0.955,0.807,1.061,0.564,0.416,0.67,-0.148,0.106,0.254,0.056,0.055,0.054,0.08,0.019,0.014,0.061,0.013,0.061,0.059,0,14.6257,13.6003,12.9492,12.6795,12.3634,0.778,0.498,3401
619,1,0.829,1.626,2.09,2.141,0.797,1.261,1.312,0.464,0.515,0.052,0.715,0.711,0.712,0.772,0.139,0.143,0.33,0.123,0.322,0.324,0,15.9506,14.2234,13.4568,13.0616,12.7722,0.833,0.756,4630
620,2,1.553,2.438,2.905,3.321,0.886,1.352,1.769,0.466,0.883,0.417,0.084,0.084,0.084,0.085,0.012,0.01,0.017,0.007,0.016,0.014,0,15.7121,13.7863,12.8804,12.4003,11.98,0.232,0.212,1422
621,1,1.696,2.462,2.886,3.139,0.766,1.19,1.443,0.424,0.677,0.253,0.055,0.055,0.054,0.055,0.008,0.008,0.012,0.006,0.011,0.01,0,14.997,13.0448,12.2156,11.7426,11.3802,0.611,0.115,2145
622,2,0.485,0.695,0.832,0.878,0.21,0.348,0.393,0.138,0.183,0.045,0.174,0.175,0.168,0.288,0.066,0.044,0.238,0.049,0.239,0.234,0,16.7562,15.3062,14.7028,14.3949,14.2075,0.917,0.549,4359
623,2,0.91,1.759,2.027,2.263,0.85,1.118,1.353,0.268,0.504,0.236,0.265,0.262,0.26,0.295,0.061,0.049,0.147,0.036,0.144,0.139,0,16.3349,14.7522,13.9049,13.4847,13.1821,0.323,0.653,3766
624,2,0.977,1.326,1.555,1.585,0.349,0.578,0.608,0.229,0.259,0.03,0.474,0.476,0.471,0.632,0.091,0.058,0.426,0.069,0.427,0.422,0,16.0946,14.4393,13.6921,13.3337,13.0333,0.5,0.496,5309
625,1,1.69,2.567,3.02,3.324,0.877,1.33,1.634,0.453,0.757,0.305,0.087,0.087,0.087,0.088,0.011,0.009,0.017,0.007,0.016,0.015,0,13.687,12.1319,11.3496,10.9272,10.6478,0.452,0.089,1857
626,1,1.535,2.286,2.706,2.92,0.751,1.171,1.385,0.42,0.635,0.215,0.185,0.185,0.185,0.188,0.024,0.024,0.042,0.02,0.04,0.04,0,15.2652,13.385,12.5907,12.2166,11.9604,0.867,0.28,5507
627,4,1.147,1.888,2.23,2.462,0.742,1.083,1.315,0.341,0.573,0.232,0.425,0.423,0.421,0.439,0.064,0.051,0.133,0.039,0.128,0.123,0,16.0635,14.4462,13.6378,13.2558,12.9721,0.241,0.492,4937
628,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,5264
629,2,0.749,0.971,1.155,0.916,0.222,0.406,0.168,0.184,-0.054,-0.239,0.393,0.397,0.387,0.633,0.113,0.069,0.505,0.089,0.508,0.5,0,18.1497,16.3221,15.4959,15.0705,14.7995,99,99,3000
630,1,1.419,2.181,2.582,2.84,0.762,1.162,1.421,0.401,0.659,0.258,0.189,0.189,0.188,0.193,0.025,0.02,0.046,0.015,0.044,0.041,0,15.9217,14.3846,13.8683,13.2129,12.8443,0.333,0.365,5390
631,3,0.664,1.091,1.451,0.959,0.427,0.787,0.296,0.36,-0.132,-0.492,0.383,0.384,0.38,0.521,0.08,0.052,0.361,0.06,0.362,0.357,0,99,99,99,99,99,0.917,0.842,5098
632,2,1.001,1.561,1.832,2.083,0.561,0.831,1.082,0.271,0.521,0.251,0.03,0.029,0.029,0.032,0.008,0.006,0.015,0.005,0.014,0.013,0,15.4344,13.8014,13.1794,12.838,12.5677,0.9,0.237,5646
633,2,0.771,1.006,1.199,1.289,0.235,0.427,0.517,0.192,0.283,0.09,0.073,0.073,0.072,0.09,0.019,0.013,0.056,0.014,0.056,0.054,0,18.2361,17.19,16.6895,16.5089,16.3457,99,99,4260
634,1,1.707,2.457,2.87,3.083,0.75,1.163,1.376,0.413,0.626,0.213,0.068,0.068,0.068,0.069,0.01,0.009,0.016,0.008,0.015,0.015,0,13.7348,11.9649,11.0975,10.6691,10.2651,0.395,0.2,1397
635,2,1.206,1.833,2.174,2.366,0.628,0.968,1.16,0.34,0.532,0.192,0.078,0.078,0.077,0.081,0.015,0.011,0.028,0.009,0.027,0.025,0,15.6222,13.8197,13.0492,12.6559,12.3494,0.562,0.235,4941
636,1,1.224,2.032,2.405,2.585,0.808,1.181,1.36,0.373,0.552,0.179,0.221,0.219,0.219,0.228,0.034,0.029,0.071,0.018,0.067,0.065,0,16.0145,14.0902,13.2072,12.7349,12.3835,0.778,0.577,4272
637,6,0.971,1.348,1.531,1.548,0.378,0.56,0.577,0.183,0.2,0.017,0.124,0.124,0.122,0.152,0.032,0.022,0.093,0.022,0.093,0.091,0,15.5504,14.5034,13.9348,13.654,13.4886,0.884,0.559,3396
638,3,1.426,2.071,2.42,2.513,0.645,0.994,1.087,0.349,0.443,0.094,0.213,0.213,0.212,0.22,0.028,0.021,0.063,0.019,0.063,0.06,0,15.2123,13.7086,12.9463,12.5279,12.2357,0.6,0.402,5260
639,1,1.782,2.462,2.782,3.086,0.68,1,1.304,0.32,0.624,0.304,0.18,0.18,0.179,0.181,0.016,0.012,0.029,0.01,0.028,0.026,0,14.1523,12.6461,11.8995,11.4741,11.2694,0.4,0.167,2039
640,2,3.053,3.173,3.34,3.547,0.12,0.287,0.494,0.168,0.375,0.207,11.335,11.336,11.333,11.371,0.335,0.203,0.948,0.267,0.964,0.926,0,19.4239,16.4159,16.1447,15.9409,15.9087,0.944,0.961,1739
641,4,0.624,0.928,1.022,1.148,0.304,0.398,0.524,0.094,0.221,0.127,0.035,0.035,0.034,0.045,0.011,0.008,0.03,0.008,0.03,0.029,0,14.8691,13.6538,13.1313,12.8954,12.6749,0.909,0.223,5011
642,5,0.53,0.729,0.755,0.792,0.2,0.225,0.263,0.026,0.063,0.037,0.037,0.037,0.035,0.068,0.015,0.01,0.059,0.012,0.06,0.059,0,15.4206,14.3861,14.0539,13.7503,13.6248,0.439,0.644,2568
643,3,0.758,1.32,1.5,1.684,0.562,0.743,0.926,0.181,0.364,0.184,0.041,0.041,0.041,0.043,0.01,0.011,0.017,0.009,0.016,0.016,0,15.9631,14.5348,13.6037,13.191,12.9508,0.778,0.353,3806
644,1,1.577,2.49,2.976,3.373,0.913,1.399,1.796,0.486,0.883,0.397,0.067,0.067,0.067,0.068,0.012,0.012,0.018,0.01,0.016,0.016,0,15.7453,13.8726,13.0451,12.5677,12.2125,0.167,0.083,4624
645,3,0.805,1.35,1.51,1.754,0.546,0.705,0.949,0.16,0.403,0.244,0.073,0.073,0.073,0.082,0.02,0.021,0.043,0.02,0.042,0.043,0,14.5798,12.965,12.3067,11.8282,11.6578,0.206,0.214,1955
646,4,1.042,1.204,1.378,1.028,0.162,0.335,-0.014,0.174,-0.176,-0.35,0.244,0.245,0.241,0.378,0.052,0.033,0.292,0.04,0.293,0.291,0,15.2418,13.9305,13.3544,13.048,12.8321,0.833,0.439,5715
647,3,0.942,1.356,1.586,1.684,0.414,0.645,0.742,0.23,0.328,0.098,0.137,0.137,0.138,0.159,0.033,0.035,0.087,0.035,0.087,0.087,0,14.5798,12.965,12.3067,11.8282,11.6578,0.206,0.55,1955
648,7,77.133,77.828,78.079,78.067,0.695,0.946,0.934,0.251,0.239,-0.012,62.356,62.356,62.356,62.356,0.075,0.057,0.216,0.048,0.214,0.209,0,15.2609,13.5977,12.8116,12.3901,12.1226,0.75,0.649,5406
649,1,0.993,1.655,2.109,2.244,0.662,1.117,1.251,0.454,0.589,0.134,0.271,0.27,0.268,0.28,0.053,0.042,0.092,0.031,0.087,0.082,0,16.8246,14.8127,13.8087,13.3814,12.9439,0.571,0.567,5833
650,2,1.179,1.741,2.064,2.167,0.562,0.885,0.988,0.323,0.426,0.102,0.06,0.059,0.059,0.064,0.013,0.01,0.027,0.008,0.027,0.025,0,13.5179,12.5464,12.0588,11.8121,11.5433,0.652,0.218,2382
651,1,3.394,2.285,2.603,2.896,-1.109,-0.791,-0.498,0.318,0.611,0.293,1.323,1.326,1.323,1.343,0.081,0.02,0.229,0.079,0.242,0.228,1,13.4884,11.5148,10.4921,10.0054,9.5621,1,1.749,2421
652,2,1.043,1.632,1.961,2.223,0.589,0.918,1.18,0.329,0.591,0.262,0.081,0.08,0.08,0.086,0.019,0.015,0.036,0.012,0.035,0.033,0,16.6228,15.0208,14.4311,14.1245,14.1414,0.102,0.158,3742
653,7,0.808,1.108,1.285,1.314,0.3,0.477,0.506,0.177,0.205,0.029,0.056,0.055,0.054,0.08,0.02,0.015,0.061,0.014,0.061,0.059,0,15.9858,14.798,14.2447,14.1563,14.0106,0.771,0.32,1980
654,6,0.939,1.396,1.548,1.717,0.457,0.609,0.778,0.151,0.321,0.169,0.137,0.137,0.137,0.141,0.019,0.015,0.039,0.012,0.038,0.036,0,15.1967,13.8174,13.051,12.6369,12.3735,0.583,0.473,2377
655,3,0.69,1.024,1.09,1.143,0.334,0.4,0.453,0.066,0.119,0.053,0.169,0.169,0.167,0.196,0.038,0.027,0.106,0.027,0.106,0.102,0,16.1365,16.1167,14.9729,14.3222,14.0565,0.625,0.578,4473
656,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,579
657,7,1.021,1.621,1.917,2.225,0.6,0.897,1.204,0.296,0.604,0.308,0.042,0.042,0.041,0.045,0.011,0.008,0.021,0.007,0.021,0.019,0,15.0186,13.7446,13.1312,12.8747,12.6996,0.455,0.22,2918
658,2,0.751,1.268,1.574,1.791,0.517,0.823,1.04,0.306,0.524,0.217,0.119,0.118,0.116,0.143,0.035,0.028,0.088,0.022,0.086,0.084,0,16.0216,13.9409,13.1632,12.6237,12.3006,0.95,0.459,4406
659,1,1.732,2.5,2.899,3.181,0.768,1.168,1.449,0.4,0.681,0.281,0.056,0.056,0.056,0.057,0.009,0.007,0.014,0.005,0.013,0.012,0,15.2594,13.375,12.483,12.0971,11.8091,0.792,0.046,4029
660,2,0.466,0.666,0.823,1.063,0.201,0.357,0.597,0.156,0.396,0.24,0.131,0.133,0.127,0.204,0.051,0.033,0.164,0.04,0.165,0.16,0,17.8991,16.7005,16.4071,16.2061,16.1672,0.889,0.525,5686
661,2,0.731,0.959,1.027,1.039,0.228,0.296,0.308,0.068,0.08,0.012,0.104,0.104,0.102,0.14,0.029,0.02,0.099,0.021,0.099,0.097,0,15.704,14.3359,13.9296,13.7873,14.0996,0.917,0.418,4417
662,2,0.447,0.571,0.609,0.761,0.124,0.162,0.315,0.038,0.19,0.153,0.021,0.021,0.02,0.029,0.009,0.006,0.022,0.007,0.022,0.021,0,15.6592,14.6834,14.3031,14.12,13.9396,0.75,0.192,2518
663,2,1.193,1.972,2.426,2.73,0.778,1.233,1.536,0.455,0.758,0.303,0.122,0.122,0.121,0.126,0.019,0.015,0.037,0.012,0.035,0.033,0,15.6064,13.4164,12.5856,12.1768,11.681,0.245,0.148,4013
664,5,0.366,0.414,0.465,0.618,0.048,0.099,0.252,0.051,0.204,0.153,0.137,0.14,0.133,0.278,0.055,0.033,0.246,0.044,0.248,0.244,0,15.1069,13.4531,12.6585,12.2444,11.9324,0.691,0.979,5649
665,1,4.922,5.44,6.472,6.592,0.519,1.551,1.671,1.032,1.152,0.12,65.262,65.262,65.262,65.263,0.265,0.184,0.443,0.19,0.446,0.403,0,14.2526,12.3409,11.5203,11.1273,10.792,0.739,1.602,5498
666,3,0.619,1.023,1.061,1.231,0.404,0.443,0.613,0.039,0.209,0.17,0.032,0.031,0.031,0.037,0.01,0.007,0.023,0.007,0.022,0.021,1,15.2268,14.1366,13.6544,13.4207,13.2501,0.889,0.302,4820
667,2,0.483,0.677,0.731,0.787,0.194,0.248,0.304,0.054,0.109,0.055,0.03,0.03,0.028,0.051,0.013,0.01,0.043,0.009,0.043,0.042,0,16.6732,15.655,15.3439,15.1895,15.1108,0.432,0.415,3786
668,7,0.829,1.404,1.639,1.875,0.575,0.81,1.046,0.235,0.471,0.236,0.089,0.089,0.088,0.096,0.02,0.015,0.043,0.012,0.042,0.04,0,15.3053,13.8905,13.0592,12.6418,12.3091,0.7,0.457,4500
669,1,1.646,1.932,2.126,2.253,0.285,0.48,0.607,0.195,0.322,0.127,0.093,0.093,0.092,0.096,0.013,0.009,0.028,0.009,0.028,0.027,1,14.2279,13.108,12.4396,12.2838,11.8299,0.733,0.342,4846
670,1,1.781,1.9,2.232,2.456,0.118,0.45,0.674,0.332,0.556,0.224,0.031,0.031,0.031,0.033,0.006,0.004,0.01,0.004,0.01,0.009,0,15.4409,13.5071,12.6632,12.2079,11.9513,0.438,0.134,4002
671,1,0.961,1.411,1.647,1.717,0.45,0.686,0.756,0.236,0.306,0.07,0.276,0.276,0.274,0.306,0.049,0.033,0.14,0.036,0.141,0.136,0,17.3534,15.7731,15.2968,15.0617,15.0017,0.471,0.11,4930
672,1,1.807,2.651,3.058,3.388,0.845,1.251,1.581,0.406,0.737,0.331,0.383,0.382,0.381,0.385,0.039,0.032,0.061,0.022,0.057,0.053,0,16.102,14.1183,13.2312,12.7391,12.3132,0.875,0.285,5412
673,1,1.255,1.578,1.589,2.082,0.323,0.334,0.828,0.011,0.505,0.494,0.564,0.562,0.559,0.605,0.103,0.08,0.245,0.065,0.241,0.232,0,16.8005,14.9174,14.2608,13.8205,13.6053,0.6,0.837,3124
674,1,-4.613,-1.636,-0.944,-75.713,2.977,3.668,-71.1,0.692,-74.077,-74.768,24.129,1.89,1.31,1.884,24.173,24.135,24.173,1.963,2.385,1.958,0,15.7746,13.7442,12.8064,12.3043,11.9612,99,99,3000
675,4,0.608,0.963,1.104,1.291,0.354,0.496,0.683,0.142,0.329,0.187,0.089,0.09,0.088,0.114,0.026,0.018,0.075,0.018,0.076,0.073,0,15.6863,14.7108,14.2693,14.1328,13.8936,0.556,0.796,3475
676,2,1.01,1.453,1.719,1.906,0.443,0.709,0.897,0.266,0.453,0.187,0.041,0.04,0.04,0.044,0.01,0.008,0.021,0.007,0.02,0.019,0,13.687,12.1319,11.3496,10.9272,10.6478,0.452,0.107,1857
677,1,1.186,1.627,1.877,2.198,0.442,0.692,1.012,0.25,0.57,0.32,0.211,0.211,0.21,0.217,0.031,0.023,0.059,0.021,0.058,0.054,0,14.8028,13.7821,13.1864,13.0011,12.8526,0.769,0.303,1394
678,3,0.959,1.342,1.525,1.615,0.383,0.566,0.657,0.183,0.274,0.091,0.106,0.106,0.104,0.12,0.022,0.015,0.061,0.016,0.062,0.059,0,15.4043,14.3512,13.8549,13.5827,13.3115,0.5,0.515,5768
